Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Lux,Status
Kacang Hijau,71.58,33.33,16.72,45451.63,SQUINT
Lidah Buaya,74.14,30.15,45.96,16417.87,NORMAL
Bayam,94.73,36.99,15.99,17115.36,HOT
Lidah Buaya,50.78,36.08,53.15,31293.31,HOT
Lidah Buaya,62.69,21.19,79.71,905.47,GLOOMY
Sirih Gading,63.9,28.22,17.58,4072.36,NORMAL
Sirih Gading,32.3,38.2,58.19,11862.72,HOT
Kacang Hijau,16.88,21.17,85.91,42697.14,THIRSTY
Sirih Gading,11.68,21.85,46.76,13657.98,THIRSTY
Kacang Hijau,89.04,19.25,42.28,37498.89,SQUINT
Lidah Buaya,41.89,37.27,65.62,32826.65,HOT
Lidah Buaya,4.73,22.46,34.93,9798.94,THIRSTY
Bayam,95.56,28.82,32.0,1431.56,SICK
Bayam,25.08,33.54,55.73,12641.69,THIRSTY
Kacang Hijau,18.18,35.81,18.65,9170.23,HOT
Lidah Buaya,15.68,24.87,38.03,34628.87,NORMAL
Sirih Gading,63.92,34.72,21.77,11784.13,NORMAL
Sirih Gading,22.18,24.3,22.86,39023.56,SQUINT
Lidah Buaya,24.04,36.52,10.0,20326.92,HOT
Lidah Buaya,97.19,22.14,37.25,35866.39,SICK
Lidah Buaya,83.0,36.05,53.85,10025.48,HOT
Sirih Gading,40.22,27.4,74.12,5119.72,NORMAL
Lidah Buaya,69.04,24.0,83.76,7271.14,NORMAL
Lidah Buaya,62.98,15.13,63.41,16608.96,COLD
Bayam,45.69,38.01,62.03,20545.0,HOT
Lidah Buaya,4.11,32.01,71.85,3576.94,THIRSTY
Bayam,61.3,37.8,14.42,49281.68,HOT
Sirih Gading,64.6,34.6,33.24,7530.55,NORMAL
Lidah Buaya,95.88,37.1,65.6,38663.06,HOT
Kacang Hijau,35.54,30.4,25.06,39189.59,SQUINT
Lidah Buaya,4.43,27.97,62.61,11053.29,THIRSTY
Sirih Gading,99.62,24.04,58.88,23726.68,SICK
Kacang Hijau,33.51,35.65,13.05,37175.41,HOT
Lidah Buaya,48.15,22.28,80.6,32742.4,NORMAL
Lidah Buaya,3.8,36.93,10.0,10424.31,HOT
Kacang Hijau,21.07,35.11,24.35,47872.4,HOT
Lidah Buaya,88.51,36.31,22.78,19961.96,HOT
Bayam,49.05,22.27,79.69,1990.28,NORMAL
Lidah Buaya,26.8,31.4,21.26,19658.85,NORMAL
Lidah Buaya,78.82,16.34,63.04,35764.11,COLD
Kacang Hijau,82.47,38.41,10.0,14619.16,HOT
Bayam,96.4,34.23,56.74,46535.56,SICK
Kacang Hijau,75.4,22.31,87.8,40245.34,SQUINT
Sirih Gading,39.32,26.2,37.4,19388.22,SQUINT
Sirih Gading,41.56,30.7,69.54,12915.02,NORMAL
Sirih Gading,25.77,32.65,42.85,44246.34,SQUINT
Bayam,31.96,32.89,70.09,19055.47,THIRSTY
Bayam,0.77,28.43,26.06,21155.67,THIRSTY
Kacang Hijau,0.9,27.47,17.14,17851.47,THIRSTY
Sirih Gading,50.41,22.76,36.09,16140.49,SQUINT
Bayam,12.91,19.66,53.48,22825.59,THIRSTY
Kacang Hijau,27.68,37.52,30.74,29617.52,HOT
Kacang Hijau,29.66,21.63,67.16,35721.21,THIRSTY
Sirih Gading,73.22,32.95,39.06,11650.95,NORMAL
Kacang Hijau,22.12,21.24,59.9,49383.4,THIRSTY
Lidah Buaya,11.38,31.13,51.26,23848.39,NORMAL
Sirih Gading,24.72,18.2,59.97,37418.76,SQUINT
Lidah Buaya,60.18,20.38,65.55,49932.39,SQUINT
Sirih Gading,12.1,17.49,73.56,3934.88,COLD
Bayam,53.36,28.76,35.87,6714.85,NORMAL
Lidah Buaya,65.68,17.78,33.06,30512.45,COLD
Sirih Gading,64.17,38.62,13.25,40862.96,HOT
Bayam,4.36,39.97,10.0,10862.87,HOT
Sirih Gading,65.74,37.23,34.41,44753.34,HOT
Lidah Buaya,5.86,21.87,65.25,7483.88,NORMAL
Lidah Buaya,91.5,39.39,49.27,15193.07,HOT
Bayam,22.13,33.93,22.49,8070.85,THIRSTY
Bayam,63.04,19.26,38.14,15061.29,NORMAL
Lidah Buaya,98.35,16.31,73.57,20880.26,COLD
Bayam,79.22,28.3,40.03,37906.46,SQUINT
Lidah Buaya,26.78,17.32,35.94,28594.95,COLD
Lidah Buaya,61.51,36.61,22.56,48955.61,HOT
Lidah Buaya,32.24,27.41,79.41,32600.73,NORMAL
Bayam,4.02,33.97,13.38,37661.82,THIRSTY
Bayam,33.69,29.57,16.76,37659.99,THIRSTY
Sirih Gading,8.76,15.02,91.68,31692.49,COLD
Bayam,40.87,21.72,28.84,2629.57,NORMAL
Sirih Gading,51.19,16.36,91.51,26350.38,COLD
Bayam,45.25,32.89,64.79,25327.69,NORMAL
Sirih Gading,52.76,29.95,31.08,25873.05,SQUINT
Kacang Hijau,42.27,33.45,56.65,17326.21,NORMAL
Kacang Hijau,41.9,35.51,49.65,22901.43,HOT
Kacang Hijau,46.5,16.24,51.13,11348.93,COLD
Lidah Buaya,56.84,27.69,39.92,2673.29,NORMAL
Bayam,38.8,16.94,43.48,9280.2,COLD
Sirih Gading,77.12,33.72,64.88,1940.65,NORMAL
Bayam,55.5,31.55,18.3,14360.63,NORMAL
Lidah Buaya,57.19,16.11,55.78,36073.48,COLD
Lidah Buaya,52.65,16.83,74.24,25811.65,COLD
Sirih Gading,82.05,17.55,94.96,38001.75,COLD
Kacang Hijau,92.81,18.2,53.88,11230.78,SICK
Lidah Buaya,29.2,26.97,30.08,38906.28,NORMAL
Lidah Buaya,48.15,20.61,31.37,8464.31,NORMAL
Bayam,99.05,21.48,49.37,18713.22,SICK
Kacang Hijau,19.81,21.41,71.17,28266.51,THIRSTY
Bayam,53.64,27.92,30.56,41768.12,SQUINT
Sirih Gading,78.05,24.13,85.19,37771.86,SQUINT
Lidah Buaya,29.19,34.37,52.97,24484.5,NORMAL
Lidah Buaya,29.77,17.09,50.99,28037.16,COLD
Lidah Buaya,86.92,17.06,94.36,49895.47,COLD
Kacang Hijau,25.33,30.71,59.64,498.94,THIRSTY
Kacang Hijau,49.72,39.06,16.53,15043.92,HOT
Sirih Gading,48.08,34.09,24.44,49600.8,SQUINT
Lidah Buaya,68.4,25.07,70.47,48169.67,SQUINT
Sirih Gading,39.57,15.73,76.26,14933.61,COLD
Bayam,57.32,34.74,17.95,49192.3,SQUINT
Lidah Buaya,32.46,39.91,18.55,9138.7,HOT
Lidah Buaya,74.63,30.85,72.4,24843.87,NORMAL
Kacang Hijau,61.51,23.51,57.98,45530.29,SQUINT
Kacang Hijau,45.85,18.84,91.27,28229.53,SQUINT
Kacang Hijau,9.81,26.36,77.07,24412.06,THIRSTY
Sirih Gading,2.35,16.61,60.75,16470.83,COLD
Kacang Hijau,31.04,21.72,80.74,22761.01,NORMAL
Lidah Buaya,33.87,32.26,12.32,20588.23,NORMAL
Kacang Hijau,23.24,25.07,40.56,14050.22,THIRSTY
Kacang Hijau,12.6,36.64,10.0,48957.58,HOT
Lidah Buaya,82.7,24.39,45.64,478.09,SICK
Lidah Buaya,2.03,19.27,50.4,38413.8,THIRSTY
Bayam,79.32,19.71,62.97,7507.68,NORMAL
Bayam,53.99,29.14,44.34,9879.23,NORMAL
Lidah Buaya,50.94,34.43,41.27,36265.53,NORMAL
Sirih Gading,96.66,17.17,52.96,47235.37,COLD
Sirih Gading,19.2,34.06,47.84,33334.28,THIRSTY
Bayam,68.27,38.96,17.31,47035.85,HOT
Bayam,45.79,15.44,77.69,28358.23,COLD
Sirih Gading,46.5,27.8,41.0,34494.8,SQUINT
Bayam,64.51,27.82,49.07,27873.73,NORMAL
Sirih Gading,35.0,22.58,68.31,46418.63,SQUINT
Bayam,60.69,35.31,52.08,28240.64,HOT
Sirih Gading,44.41,28.44,16.42,39067.81,SQUINT
Lidah Buaya,73.86,18.17,56.13,14695.83,NORMAL
Sirih Gading,64.71,23.71,34.47,23213.62,SQUINT
Bayam,92.22,39.48,10.0,24011.84,HOT
Sirih Gading,13.38,26.51,32.97,47665.36,THIRSTY
Lidah Buaya,38.59,25.39,63.59,16983.92,NORMAL
Sirih Gading,4.01,30.1,46.89,49216.1,THIRSTY
Kacang Hijau,89.25,34.35,48.11,22169.0,NORMAL
Bayam,79.56,22.01,28.21,20852.76,NORMAL
Bayam,60.1,19.69,59.35,16368.83,NORMAL
Lidah Buaya,86.54,15.56,57.76,2173.42,COLD
Lidah Buaya,7.66,19.07,45.01,45995.07,NORMAL
Kacang Hijau,55.55,16.7,45.54,14568.05,COLD
Bayam,48.72,22.37,27.45,17771.83,NORMAL
Kacang Hijau,63.61,29.84,13.45,45664.35,SQUINT
Kacang Hijau,53.4,37.56,10.0,7106.86,HOT
Bayam,34.7,36.48,10.0,26912.64,HOT
Sirih Gading,49.19,25.09,43.2,28638.63,SQUINT
Sirih Gading,26.26,29.01,31.84,1962.65,NORMAL
Lidah Buaya,45.62,17.4,66.61,20510.25,COLD
Bayam,39.3,37.53,10.03,42571.93,HOT
Sirih Gading,2.37,22.26,62.0,3989.46,THIRSTY
Kacang Hijau,85.25,39.38,55.61,46898.26,HOT
Sirih Gading,8.54,37.67,42.11,22490.2,HOT
Kacang Hijau,17.7,19.22,48.17,4435.13,THIRSTY
Lidah Buaya,0.39,15.64,95.0,18211.39,COLD
Lidah Buaya,77.07,37.78,10.0,5516.74,HOT
Bayam,37.82,15.46,44.67,34186.53,COLD
Bayam,41.19,25.97,34.93,35804.6,SQUINT
Sirih Gading,26.96,15.42,95.0,40983.85,COLD
Sirih Gading,17.01,39.86,36.61,15805.24,HOT
Bayam,53.78,38.34,36.87,39035.9,HOT
Sirih Gading,78.7,22.13,41.05,2819.09,NORMAL
Sirih Gading,5.82,39.71,30.51,13113.72,HOT
Kacang Hijau,44.07,23.6,58.53,43995.73,SQUINT
Bayam,69.53,28.61,28.94,37055.35,SQUINT
Lidah Buaya,89.41,26.3,31.52,48229.01,SICK
Lidah Buaya,92.13,24.84,71.62,12583.97,SICK
Kacang Hijau,75.73,28.04,83.86,8083.57,NORMAL
Sirih Gading,55.17,23.08,60.97,17827.95,SQUINT
Lidah Buaya,61.71,18.2,86.6,6769.1,NORMAL
Bayam,18.93,34.63,14.09,10576.03,THIRSTY
Sirih Gading,81.6,25.91,32.28,40128.04,SQUINT
Sirih Gading,56.59,27.0,51.01,45837.8,SQUINT
Sirih Gading,67.71,30.92,26.61,38612.01,SQUINT
Kacang Hijau,21.16,23.55,59.12,49781.56,THIRSTY
Kacang Hijau,86.7,39.69,10.0,28933.77,HOT
Lidah Buaya,51.53,15.24,95.0,49150.82,COLD
Kacang Hijau,78.49,16.46,56.2,35384.05,COLD
Lidah Buaya,33.4,33.68,23.18,1790.46,GLOOMY
Bayam,7.73,22.98,64.07,12893.5,THIRSTY
Lidah Buaya,93.3,20.11,44.57,37785.71,SICK
Lidah Buaya,40.92,20.56,41.57,49589.32,SQUINT
Kacang Hijau,44.86,39.91,23.42,36103.55,HOT
Sirih Gading,47.48,33.43,10.0,16816.17,SQUINT
Bayam,27.3,30.3,50.49,12225.37,THIRSTY
Kacang Hijau,14.09,22.02,62.45,40109.85,THIRSTY
Sirih Gading,94.77,28.91,42.94,6318.51,SICK
Sirih Gading,28.61,37.77,13.07,25841.84,HOT
Lidah Buaya,13.18,24.15,82.9,6111.71,NORMAL
Lidah Buaya,34.85,35.67,10.0,41132.81,HOT
Bayam,37.25,29.46,82.44,22881.33,THIRSTY
Sirih Gading,11.76,33.12,70.45,49511.13,THIRSTY
Bayam,42.53,26.7,86.49,30203.61,NORMAL
Lidah Buaya,47.64,30.03,56.5,6244.17,NORMAL
Lidah Buaya,71.0,15.61,95.0,26019.61,COLD
Kacang Hijau,89.53,21.72,50.71,33323.15,SQUINT
Bayam,9.07,31.78,79.14,33362.24,THIRSTY
Bayam,79.93,21.85,66.56,6669.43,NORMAL
Lidah Buaya,57.47,20.64,43.37,28032.15,NORMAL
Sirih Gading,3.42,29.63,44.06,15982.6,THIRSTY
Sirih Gading,72.76,30.43,79.74,46130.19,SQUINT
Bayam,34.45,38.61,40.86,31283.36,HOT
Bayam,98.5,26.28,28.52,44464.27,SICK
Bayam,76.34,39.54,26.96,4988.15,HOT
Lidah Buaya,96.57,23.98,55.13,12108.61,SICK
Sirih Gading,33.2,37.34,54.47,37222.11,HOT
Lidah Buaya,86.04,31.53,55.85,7013.41,SICK
Bayam,50.32,38.2,23.49,703.98,HOT
Kacang Hijau,8.23,21.84,58.89,22979.2,THIRSTY
Sirih Gading,93.77,29.14,63.81,45612.73,SICK
Sirih Gading,58.88,28.18,43.42,4461.11,NORMAL
Bayam,83.2,24.2,50.3,15491.99,NORMAL
Bayam,34.26,37.06,68.87,5278.78,HOT
Lidah Buaya,91.48,22.63,64.62,16033.24,SICK
Sirih Gading,28.55,28.85,45.77,14902.13,NORMAL
Lidah Buaya,87.26,30.63,45.88,27346.74,SICK
Sirih Gading,91.18,31.25,79.39,21956.53,SICK
Bayam,60.89,34.32,23.5,34388.65,NORMAL
Bayam,19.42,18.1,59.74,20777.98,THIRSTY
Sirih Gading,34.19,38.62,33.82,46210.92,HOT
Sirih Gading,68.75,26.29,46.63,12493.37,NORMAL
Sirih Gading,14.75,21.68,60.62,30582.78,THIRSTY
Kacang Hijau,69.24,25.7,69.17,49562.8,SQUINT
Sirih Gading,75.84,17.14,44.63,1099.33,COLD
Kacang Hijau,49.25,33.81,10.37,22105.35,NORMAL
Sirih Gading,35.67,32.23,18.05,29624.15,SQUINT
Bayam,14.94,16.34,54.92,29008.82,COLD
Lidah Buaya,27.12,24.06,66.31,39741.51,NORMAL
Lidah Buaya,17.66,20.3,64.29,31749.75,NORMAL
Kacang Hijau,66.14,23.74,76.11,9259.78,NORMAL
Lidah Buaya,81.01,30.32,44.79,38380.3,SICK
Bayam,60.83,37.23,60.17,19419.66,HOT
Lidah Buaya,35.42,34.52,59.54,34713.86,NORMAL
Bayam,31.07,27.41,49.48,43520.26,THIRSTY
Kacang Hijau,36.3,31.78,58.63,43963.98,SQUINT
Kacang Hijau,14.07,21.92,93.46,10100.78,THIRSTY
Lidah Buaya,1.21,20.69,70.02,24432.19,THIRSTY
Kacang Hijau,13.17,28.82,42.03,43264.79,THIRSTY
Sirih Gading,94.69,18.93,31.27,12035.63,SICK
Bayam,78.37,20.02,82.77,5630.36,NORMAL
Kacang Hijau,8.86,23.2,53.07,11030.6,THIRSTY
Sirih Gading,47.07,31.73,38.63,2457.42,NORMAL
Bayam,53.71,21.32,48.43,10578.64,NORMAL
Lidah Buaya,15.0,31.31,46.03,16484.74,NORMAL
Kacang Hijau,61.63,20.49,93.96,27843.92,SQUINT
Lidah Buaya,68.19,19.83,60.89,31692.65,NORMAL
Lidah Buaya,51.68,27.71,61.22,44461.34,NORMAL
Kacang Hijau,16.95,36.28,25.27,27840.06,HOT
Kacang Hijau,1.03,22.04,91.87,35802.5,THIRSTY
Kacang Hijau,21.83,24.61,68.16,47498.06,THIRSTY
Bayam,72.6,39.87,10.0,2587.27,HOT
Bayam,93.52,16.01,61.68,588.25,COLD
Sirih Gading,39.81,24.7,31.65,28998.39,SQUINT
Kacang Hijau,92.44,32.44,29.66,48552.91,SICK
Kacang Hijau,96.53,22.4,70.37,2520.84,SICK
Sirih Gading,30.37,38.77,10.0,46053.47,HOT
Sirih Gading,97.12,23.01,75.09,21901.68,SICK
Bayam,45.5,36.35,42.99,7481.84,HOT
Kacang Hijau,75.46,27.08,85.96,12430.24,NORMAL
Kacang Hijau,73.42,36.24,10.0,17065.93,HOT
Lidah Buaya,36.11,34.34,56.85,27288.87,NORMAL
Kacang Hijau,87.9,31.73,67.96,28588.62,SQUINT
Kacang Hijau,4.16,22.9,58.65,7417.16,THIRSTY
Lidah Buaya,89.83,35.7,48.64,31494.19,HOT
Kacang Hijau,74.97,39.34,66.32,6504.31,HOT
Kacang Hijau,9.65,32.59,46.46,12094.69,THIRSTY
Sirih Gading,92.02,27.58,57.03,2457.93,SICK
Lidah Buaya,22.89,22.84,86.42,9548.44,NORMAL
Bayam,52.49,37.59,29.8,23856.49,HOT
Kacang Hijau,84.2,33.88,38.92,36424.53,SQUINT
Sirih Gading,82.1,18.46,95.0,10224.17,NORMAL
Bayam,65.99,38.84,54.09,25882.4,HOT
Kacang Hijau,84.42,31.6,43.33,40283.51,SQUINT
Sirih Gading,33.22,38.45,19.11,35040.42,HOT
Sirih Gading,86.95,38.41,21.46,38204.78,HOT
Sirih Gading,60.94,19.28,75.31,32177.61,SQUINT
Lidah Buaya,88.15,19.47,34.06,45763.9,SICK
Sirih Gading,20.35,32.11,71.11,43668.06,SQUINT
Lidah Buaya,94.17,23.07,34.72,16000.24,SICK
Kacang Hijau,70.21,16.42,86.52,16567.61,COLD
Kacang Hijau,99.25,24.98,30.69,46350.05,SICK
Bayam,22.3,39.24,10.8,26281.55,HOT
Bayam,61.86,21.37,82.4,41907.46,SQUINT
Kacang Hijau,19.93,32.85,14.62,43873.5,THIRSTY
Sirih Gading,21.38,22.84,33.16,5275.68,NORMAL
Sirih Gading,21.46,16.7,46.01,36907.54,COLD
Lidah Buaya,5.72,31.76,72.46,29848.2,NORMAL
Lidah Buaya,64.03,19.78,46.96,23415.05,NORMAL
Kacang Hijau,14.33,37.93,29.06,35735.94,HOT
Kacang Hijau,67.65,29.02,56.22,40249.45,SQUINT
Sirih Gading,64.64,35.86,44.13,22918.17,HOT
Kacang Hijau,3.05,22.16,65.61,1867.41,THIRSTY
Sirih Gading,41.58,24.82,87.59,30054.13,SQUINT
Bayam,44.94,22.67,56.76,35428.96,SQUINT
Bayam,6.31,15.95,63.66,39457.2,COLD
Sirih Gading,49.62,15.47,41.33,34498.22,COLD
Lidah Buaya,65.21,31.33,41.08,2639.17,NORMAL
Kacang Hijau,78.44,35.65,48.23,29928.15,HOT
Kacang Hijau,88.95,36.0,72.76,18573.36,HOT
Lidah Buaya,6.49,32.82,73.74,9614.59,NORMAL
Lidah Buaya,20.4,20.16,64.18,6034.42,NORMAL
Sirih Gading,37.78,23.38,36.95,15834.22,SQUINT
Bayam,17.15,20.56,95.0,38577.32,THIRSTY
Lidah Buaya,65.84,28.71,69.58,25712.71,NORMAL
Bayam,57.87,38.81,54.8,32340.28,HOT
Lidah Buaya,11.47,20.6,58.65,30164.12,NORMAL
Sirih Gading,95.06,32.08,55.64,36483.92,SICK
Sirih Gading,90.78,27.1,79.68,4370.84,SICK
Lidah Buaya,15.2,17.09,89.45,1906.58,COLD
Sirih Gading,64.99,22.16,53.93,1234.86,NORMAL
Kacang Hijau,85.85,38.64,21.44,6584.35,HOT
Lidah Buaya,95.14,35.06,62.95,7556.7,HOT
Sirih Gading,5.09,32.95,60.07,11056.16,THIRSTY
Bayam,74.17,38.65,49.36,24970.23,HOT
Kacang Hijau,60.29,22.85,85.41,41335.37,SQUINT
Lidah Buaya,7.33,19.2,29.38,11168.57,NORMAL
Bayam,2.56,32.44,44.28,46237.37,THIRSTY
Bayam,7.81,20.97,90.28,21370.76,THIRSTY
Kacang Hijau,12.02,34.25,62.62,13279.14,THIRSTY
Bayam,21.98,35.75,63.59,3238.61,HOT
Bayam,60.76,22.08,69.18,7672.84,NORMAL
Lidah Buaya,69.61,28.41,66.83,44533.93,NORMAL
Kacang Hijau,47.99,34.18,34.37,31375.27,SQUINT
Lidah Buaya,7.36,24.71,50.91,24922.09,NORMAL
Lidah Buaya,46.89,22.14,45.13,1089.45,GLOOMY
Sirih Gading,92.99,26.48,75.03,27254.17,SICK
Lidah Buaya,82.49,37.4,43.09,27267.25,HOT
Kacang Hijau,17.69,22.87,29.96,49366.81,THIRSTY
Kacang Hijau,14.3,23.77,30.04,38075.53,THIRSTY
Bayam,66.27,38.58,12.21,33605.25,HOT
Bayam,57.21,34.96,41.74,42650.68,SQUINT
Kacang Hijau,79.59,28.92,73.28,8756.16,NORMAL
Lidah Buaya,24.48,24.88,89.0,18818.53,NORMAL
Lidah Buaya,24.38,17.76,63.87,17454.85,COLD
Bayam,14.61,23.68,87.17,31620.04,THIRSTY
Bayam,83.59,26.15,42.54,37922.3,SQUINT
Kacang Hijau,68.77,15.48,67.66,36135.35,COLD
Bayam,50.41,17.19,75.87,26334.47,COLD
Sirih Gading,2.3,19.84,42.47,44837.33,THIRSTY
Sirih Gading,5.23,36.36,50.78,39142.43,HOT
Bayam,50.12,35.34,10.0,35241.81,HOT
Lidah Buaya,34.85,32.91,77.99,41649.89,NORMAL
Kacang Hijau,49.26,26.48,86.38,16437.58,NORMAL
Kacang Hijau,68.54,22.14,54.58,16622.81,NORMAL
Sirih Gading,25.47,24.96,31.96,13162.31,NORMAL
Bayam,56.72,17.98,75.97,27671.48,COLD
Sirih Gading,5.23,24.41,46.31,34276.93,THIRSTY
Bayam,92.46,15.8,66.66,19879.59,COLD
Sirih Gading,3.84,32.29,55.35,18412.51,THIRSTY
Sirih Gading,69.39,38.6,27.34,24466.14,HOT
Kacang Hijau,8.01,23.49,79.31,44740.83,THIRSTY
Bayam,21.51,27.87,24.84,32811.4,THIRSTY
Sirih Gading,51.02,23.89,77.03,6392.49,NORMAL
Bayam,13.05,22.89,78.64,38134.31,THIRSTY
Kacang Hijau,28.71,20.09,63.99,39642.72,THIRSTY
Kacang Hijau,75.62,17.42,62.9,17378.58,COLD
Kacang Hijau,73.08,25.47,37.51,49064.85,SQUINT
Kacang Hijau,78.37,15.56,59.39,28309.03,COLD
Bayam,13.05,37.34,15.09,48780.25,HOT
Sirih Gading,80.3,24.95,56.03,18682.51,SQUINT
Lidah Buaya,80.25,26.31,26.97,28276.59,SICK
Sirih Gading,12.51,28.57,72.94,6489.15,THIRSTY
Bayam,74.78,19.67,59.84,14080.03,NORMAL
Kacang Hijau,0.07,21.24,44.06,43533.45,THIRSTY
Bayam,71.67,28.12,16.88,5511.65,NORMAL
Kacang Hijau,47.42,36.39,52.18,4891.71,HOT
Lidah Buaya,91.81,29.14,29.61,9559.15,SICK
Bayam,2.83,19.39,54.45,6853.4,THIRSTY
Lidah Buaya,61.81,18.64,45.63,3371.19,NORMAL
Kacang Hijau,78.18,22.45,31.2,32207.46,SQUINT
Lidah Buaya,6.76,27.6,30.32,8571.61,NORMAL
Bayam,56.95,15.76,64.21,43830.26,COLD
Lidah Buaya,42.31,29.53,70.24,45165.73,NORMAL
Bayam,61.22,20.89,35.81,8327.28,NORMAL
Kacang Hijau,7.76,17.22,65.81,20377.15,COLD
Sirih Gading,90.96,30.7,30.71,31694.47,SICK
Sirih Gading,61.09,36.16,54.52,41014.65,HOT
Kacang Hijau,32.24,16.58,95.0,40493.72,COLD
Lidah Buaya,14.84,38.53,43.5,33985.43,HOT
Kacang Hijau,3.1,24.61,23.32,19399.34,THIRSTY
Sirih Gading,30.98,18.65,49.77,26094.22,SQUINT
Kacang Hijau,67.13,33.45,32.56,13532.2,NORMAL
Lidah Buaya,76.59,18.62,51.02,15287.94,NORMAL
Bayam,75.66,25.24,31.51,41624.47,SQUINT
Bayam,33.41,38.12,58.17,13622.32,HOT
Kacang Hijau,41.76,34.66,11.77,43955.92,SQUINT
Bayam,59.69,38.83,10.0,21392.03,HOT
Kacang Hijau,80.45,27.1,17.22,38640.48,SQUINT
Bayam,23.04,20.6,51.73,28970.28,THIRSTY
Kacang Hijau,87.96,20.12,88.77,43528.92,SQUINT
Sirih Gading,50.14,17.49,56.69,2169.86,COLD
Lidah Buaya,32.31,29.41,78.76,18282.11,NORMAL
Kacang Hijau,10.66,24.85,65.82,32892.27,THIRSTY
Lidah Buaya,10.59,38.1,44.84,44764.74,HOT
Bayam,1.12,22.13,37.99,12116.29,THIRSTY
Sirih Gading,18.79,23.0,69.91,31239.77,THIRSTY
Sirih Gading,50.17,19.99,53.5,36273.41,SQUINT
Lidah Buaya,17.71,16.56,95.0,26417.23,COLD
Kacang Hijau,94.02,15.66,75.01,28773.71,COLD
Sirih Gading,10.84,26.66,42.83,43796.65,THIRSTY
Sirih Gading,46.26,38.52,33.76,39253.59,HOT
Sirih Gading,37.62,24.56,51.68,18367.03,SQUINT
Sirih Gading,66.22,23.88,69.45,35766.12,SQUINT
Sirih Gading,50.74,38.7,10.0,16445.99,HOT
Lidah Buaya,56.1,21.09,87.69,30458.74,NORMAL
Kacang Hijau,23.25,23.16,43.72,6483.95,THIRSTY
Kacang Hijau,99.65,25.07,56.27,6760.87,SICK
Kacang Hijau,45.04,18.55,54.03,37441.32,SQUINT
Bayam,82.94,38.86,25.22,9539.61,HOT
Bayam,0.56,35.35,16.0,2139.16,HOT
Kacang Hijau,66.75,35.57,33.81,4776.77,HOT
Sirih Gading,71.41,34.25,38.48,36796.77,SQUINT
Lidah Buaya,60.36,31.35,15.81,46561.24,NORMAL
Bayam,58.26,25.32,73.02,3550.34,NORMAL
Kacang Hijau,87.47,36.75,10.0,26446.86,HOT
Sirih Gading,61.53,24.48,84.53,20597.33,SQUINT
Bayam,16.64,17.23,80.24,39318.37,COLD
Lidah Buaya,34.25,33.24,24.28,28371.96,NORMAL
Sirih Gading,48.64,31.78,21.18,36926.95,SQUINT
Lidah Buaya,34.95,31.02,67.91,29765.54,NORMAL
Sirih Gading,30.12,30.75,35.21,28911.49,SQUINT
Lidah Buaya,78.24,20.73,37.52,35394.6,NORMAL
Sirih Gading,35.68,26.39,58.67,8213.52,NORMAL
Kacang Hijau,14.69,20.26,83.74,17132.26,THIRSTY
Sirih Gading,94.87,28.46,54.37,45112.28,SICK
Sirih Gading,9.69,34.92,46.44,27401.07,THIRSTY
Kacang Hijau,41.35,32.9,27.23,6094.3,NORMAL
Sirih Gading,34.65,21.78,84.68,48652.27,SQUINT
Sirih Gading,77.29,39.34,14.63,16948.5,HOT
Sirih Gading,38.65,26.03,68.61,10563.15,NORMAL
Kacang Hijau,24.73,26.92,67.4,32030.76,THIRSTY
Sirih Gading,4.93,33.41,11.0,19314.39,THIRSTY
Lidah Buaya,66.37,29.46,25.83,49538.11,SQUINT
Bayam,9.1,17.95,95.0,11551.81,COLD
Bayam,77.57,26.2,77.79,14407.47,NORMAL
Kacang Hijau,90.63,21.54,42.47,12477.31,SICK
Lidah Buaya,18.68,35.75,66.36,30983.21,HOT
Kacang Hijau,57.43,26.46,68.56,33360.62,SQUINT
Kacang Hijau,95.05,36.67,22.27,29081.11,HOT
Sirih Gading,22.52,30.19,40.54,12854.8,NORMAL
Lidah Buaya,2.07,29.82,37.86,4845.42,THIRSTY
Bayam,50.08,22.82,63.46,24478.05,NORMAL
Lidah Buaya,16.02,18.42,80.61,35105.68,NORMAL
Lidah Buaya,82.48,39.18,31.0,34984.74,HOT
Bayam,61.0,24.04,63.53,28023.67,NORMAL
Bayam,57.43,34.54,30.56,41652.85,SQUINT
Sirih Gading,37.27,32.35,10.1,17585.49,SQUINT
Kacang Hijau,78.69,37.3,68.42,15770.34,HOT
Lidah Buaya,17.76,26.68,75.93,7958.38,NORMAL
Kacang Hijau,68.56,17.93,39.36,21515.29,COLD
Sirih Gading,0.84,18.7,81.69,8429.95,THIRSTY
Bayam,71.21,27.28,77.65,28998.1,NORMAL
Kacang Hijau,6.9,30.64,68.13,16739.45,THIRSTY
Sirih Gading,4.1,39.49,17.04,35253.16,HOT
Sirih Gading,56.31,20.8,82.16,288.53,GLOOMY
Sirih Gading,75.78,26.39,51.65,14095.92,NORMAL
Kacang Hijau,94.27,16.45,95.0,39259.48,COLD
Sirih Gading,51.71,25.2,33.09,45404.18,SQUINT
Sirih Gading,12.91,28.08,23.55,26842.96,THIRSTY
Lidah Buaya,30.5,24.45,64.66,30895.91,NORMAL
Sirih Gading,46.06,18.73,65.1,45038.01,SQUINT
Bayam,30.46,36.1,50.46,1781.49,HOT
